2025-11-17,17:27:15,900.00,1.00,900.00
2025-11-17,17:27:15,900.00,1.00,900.00
2025-11-17,17:27:16,900.00,1.00,900.00
2025-11-17,17:27:16,900.00,1.00,900.00
2025-11-17,17:27:16,900.00,1.00,900.00
2025-11-17,17:27:17,900.00,1.00,900.00
2025-11-17,17:27:17,900.00,1.00,900.00
2025-11-17,17:27:17,900.00,1.00,900.00
2025-11-17,17:27:18,900.00,1.00,900.00
2025-11-17,17:27:18,900.00,1.00,900.00
2025-11-17,17:27:18,900.00,1.00,900.00
2025-11-17,17:27:20,900.00,1.00,900.00
